file,content,sentiment
Rassemblement National,Bien les jeunes mes voter c’est mieux aider là à arriver au pouvoir vive Marine présidente 🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Vive Marine la meilleure pour le bien de la France hâte Présidente 💖,1
Rassemblement National,Soutien à Mme LE PEN,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Vive marine,1
Rassemblement National,la france quer l'on n'aime pour un vrai changement de politique pour nos parents un mieux vivre,1
Rassemblement National,"Belle jeunesse méritante ; il ne faut pas toujours dire :"" avant c'était mieux ! Nous avons une jeunesse en or .""",1
Rassemblement National,Vive Marine,1
Rassemblement National,"Allez la jeunesse on vote pour Marine
Il faut un vrai changement et elle est la seule à pouvoir le faire",1
Rassemblement National,vive notre Marine,1
Rassemblement National,vive Marine,1
Rassemblement National,Tous pour Marine,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Marine présidente,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,👏👏Vive le RN vive Marine 👍👍,1
Rassemblement National,Bravo Marine..hier soir vous avez été claire et ponctuelle.on s'en réjoui..merci.,1
Rassemblement National,Et pour Marine ipipip,1
Rassemblement National,Un excellent accueil c’est bien mais n’oubliez pas de voter pour elle et le RN,1
Rassemblement National,Tu m’étonnes,1
Rassemblement National,N'oubliez pas de voter pour Marine,1
Rassemblement National,Vive marine allez voter pensez à l avenir de vos descendants,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,bien ♥,1
Rassemblement National,C'est un taureau ?,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,"Son éclat de rire fait chaud au cœur, ça change de la tronche en bais retendue de la bourgeoise",1
Rassemblement National,"c'est elle , que l'ont doit avoir au pouvoir",1
Rassemblement National,Marine présidente,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Vive la France et vive madame le pen retrouvons notre France et nos producteurs et nos usine française sur notre sol fini d appovir notre paye la France et capable de produire plein de choses on a pas besoin des autre payes pour bien vivre restons français,1
Rassemblement National,Elle est à l écoute des producteurs car près du peuple. Ça change de la Paris Neuilly retendue !,1
Rassemblement National,Vive marine,1
Rassemblement National,"Bravo Marine, ça change de la pecresse qui croit au père Noël",1
Rassemblement National,Ça change a la Pécresse qui en a strictement rien à faire.... bravo marine 🙏,1
Rassemblement National,vive MARINE,1
Rassemblement National,C'est clair bien parlé Marine,1
Rassemblement National,"Oui MARINE. Nous ne voulons plus de macron. Nous avons vécu un enfer. Entre traverser la route nous emme erder, nous forcer à nous vacciner, nous priver de nos droits, ses pass, ses masques etc etc.. Ses dépenses abusifs, ses petites réceptions spéciales d'un14 juillet, d'autres en privés pdt les confinements etc etc.. Nous prendre pour des minables. Ça suffit. Bizarrement en ce moment ils nous parlent que de L'Ukraine..",1
Rassemblement National,Ces une grande personne qui veut sortir de la France le drapeau bleu blanc roue.,1
Rassemblement National,Marine s été super à ce débat oui elle veut le bien être des français et sa depuis des années,1
Rassemblement National,Oui je veut plus de macron meme avant vite que marine prend sa place,1
Rassemblement National,Vous avez été excellente face à ces journalistes prêts à vous piéger.,1
Rassemblement National,Bravo Marine... C'est vrai on ne veux plus de Macron... Moi une ancienne de gauche je vais voter pour toi....,1
Rassemblement National,Beaucoup critique marine mais ne l'a connaisse pas c'est comme celui qui n'aime pas un plat qui n'a jamais goûter vous dites aimez vos enfants et petits enfants c'est de la rigolade les aimez c'est essayer de les sauver de ces gouvernement de pacotille,1
Rassemblement National,Marine vous avez été à la hauteur face à l'inquisition !!! Où peut on trouver des journalistes plus mauvais ?,1
Rassemblement National,Marine Présidente 🇫🇷,1
Rassemblement National,Marine présidente,1
Rassemblement National,C'est exact bien dit Madame,1
Rassemblement National,Vive Marine,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Y'a t'il un pilote dans l'avion ????? Marine a raison 5ans de macron je ne retiens que du merdier dans tous les domaines je pensais que l. On ne pouvait faire pire que François Hollande hé bien non comment comprendre qu'il soit à 28%,1
Rassemblement National,Vive marine le Pen présidente 🇫🇷🇫🇷🇫🇷💪💪💪💪👏👏👏👏🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Plus macron vive marine Macron va nous faire encore plus la misère,1
Rassemblement National,Marine faite revenir les entreprises délocalisés dejas cela fera de l' emploi sa il faut en parle,1
Rassemblement National,vive Marine,1
Rassemblement National,Marine Présidente,1
Rassemblement National,on veut marine.,1
Rassemblement National,Merci Madame Lepen Marine👏❤,1
Rassemblement National,On va gagné vive Marine présidente,1
Rassemblement National,"BRAVO MARINE, il faut continuer.",1
Rassemblement National,Avec la marge d'erreur de 5% elle se rapproche de plus en plus de l'Elysee !! Votons pour Marine Le Pen!!! 🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Marine je vous est regarder vous étiez sublime vous êtes prête pour être notre présidente ensembles nous devons tous aller voter pour Marine la seule à faire dégager Macron vive Marine présidente 🇲🇫👍👏✌️♥️,1
Rassemblement National,Bravo Marine vous avez été impériale Franche et réaliste,1
Rassemblement National,"Ça monte , ça monte ! 👍👍👍🔝🔝🔝🔝
🇨🇵🇨🇵🇨🇵VIVE MARINE 🇨🇵🇨🇵🇨🇵",1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,"Vive Marine....MARIN
E présidente",1
Rassemblement National,Chapeau madame lepen et encore bravo,1
Rassemblement National,"Un Grand BRAVO Marine je viens de vous suivre sur BFM vous avez été Sublime ! Plus qu'à la hauteur !! Vous avez l'étoffe de présidente , !! prête plus que jamais à prendre la France en mains , je vous admire vous avez fait preuve d'un très grand réalisme et d'une grande sincérité en plus dans cette situation dramatique de guerre ou certains on essayé de vous piéger , j'ai trouvé celà abjecte ! J'espère que celà aura servi à tous ceux qui hésitaient de vous donner leurs voix ! Perso si vous n'êtes pas présidente je le vivrai très mal ..je suis sûre d'y laisser des larmes de désespoir pour notre pays et pour vous même !! Marine Preidente !!!",1
Rassemblement National,allez les français continuer il faut que marine soit notre présidente ! c est une battabte et quelle continue pour notre nouvelle vie !! merci encore pour elle,1
Rassemblement National,Bonjour Marine il faut que la France change alors on conte sur vous,1
Rassemblement National,Elle a ma voix comme a chaque vote vive Marine,1
Rassemblement National,MAGNIFIQUE PRESTATION SUR BFMTV /// VIVE MARINE !!!!!!!!!,1
Rassemblement National,Très bon débat ! Bravo,1
Rassemblement National,On y croit vous seule peut nous sauver de ces 5 ans de galère avec Macron qui ne pensait qu au fric et qui jouait au petit roi,1
Rassemblement National,"MARINE presidente bravooooooooooo
ooo",1
Rassemblement National,"Bravo à Marine lepen le soutien de la Nouvelle-Calédo
nie 👏👏🤝👊",1
Rassemblement National,Bravos madame lepen!!!vous ete la meilleur!!!,1
Rassemblement National,Vive marine,1
Rassemblement National,Il va falloir que ça monte dans les sondages et que le peuples s'y tienne...🇫🇷🇫🇷,1
Rassemblement National,super il faut continuer,1
Rassemblement National,Marine présidente,1
Rassemblement National,bravo marine,1
Rassemblement National,Vivement Marine,1
Rassemblement National,Bravo Marine présidente,1
Rassemblement National,Marine presidente!! La seule qui peut changer le destin de notre belle France!! Et votez bien cette fois chers AMIES et IS,1
Rassemblement National,Vive marine le Pen présidente 🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Maintenant ont Fonce merci Marine Le Pen 👏,1
Rassemblement National,Marine à fait une fois l'erreur en 2017 pas deux fois pour info elle maîtrise très bien son dossier,1
Rassemblement National,"Il ne tient qu a vous français que la France change, que la vie quotidienne change.
Nous méritons le droit à une vie sereine. Après ces 5 dernière années.
Pour cela un seul programme claire et précis, une seul personne Marine 2022.
Peuple de France Allez votez ...
Et surtout contre Lui des le 1er Tour.",1
Rassemblement National,Super vite MARINE LE PEN 🇨🇵🇨🇵🇨🇵🇨🇵,1
Rassemblement National,Vive Marine présidente de la république française et vive la France liberté 🗽,1
Rassemblement National,VIVE LE RN VIVE MARINE PRÉSIDENTE DE LA FRANCE 👍🇲🇫🇲🇫🇲🇫🇲🇫👏✌️,1
Rassemblement National,J’espère que Marine Le Pen réussira à battre Macron. Il ll faut qu’elle remplace Macron . Nous comptons sur vous. Merci,1
Rassemblement National,Vive Marie le Pen 🇨🇵 🇨🇵 🤗,1
Rassemblement National,Marine Le Pen a tout perdu en 2017......,1
Rassemblement National,Il faut une union entre marine et zemmour pour battre macron… et la macron remettra sa tétine et ira jouer ailleurs !,1
Rassemblement National,Jespere que cette fois si elle sera faire face a macron et kel face pas limbecile aller marine on croit en vous sauver nous de se monde et surtout gouvernement,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Merci Mme le Pen.,1
Rassemblement National,c la realite bravo MARINE,1
Rassemblement National,"Marine ta ma voix depuis des années, pour 2022 ça sera la même. Juste hier soir j’ai regardé et pour les profs je suis pas d’accord mais bon ce n’est qu’un détail. Mais des fois ce sont les profs ou directeur qu’il faut parké",1
Rassemblement National,"au second tour, il y aura Marine face à Zemmour",1
Rassemblement National,j espere vive Marine pour qu on vive enfin mieux !,1
Rassemblement National,"VIVE Marine Le Pen, on compte sur vous Courage nous sommes avec vous",1
Rassemblement National,Vive la France vive la Marin présidente,1
Rassemblement National,Voter marine,1
Rassemblement National,Marine Présidente 🇫🇷,1
Rassemblement National,MARINE PRÉSIDENTE 🇨🇵✊,1
Rassemblement National,Vive Marine,1
Rassemblement National,Vive Marine,1
Rassemblement National,Vive Marine le Pen président,1
Rassemblement National,"Il faut voter Marine en masse aux 2 tours car si c’est Pecresse,c’est le macron 5 ans de plus car la pecresse veut être ministre du macron",1
Rassemblement National,Vive marine le Pen présidente 🇫🇷🇫🇷🇫🇷👍👍🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Vive Marine..🇨🇵🇨🇵👍👏👏,1
Rassemblement National,"Vive MARINE LEPEN PRÉSIDENTE
BIEN PARLER BFM
OUI CEST VOUS ,ON VOUS VEUT
LA FRANCE ENTIÈRE...
BISOUS",1
Rassemblement National,Vive marine vite marine,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Vive marine,1
Rassemblement National,Vive marine le Pen présidente 🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Oui tout à fait d'accord avec vous Mme Marie le Pen,1
Rassemblement National,Vivement Marine Le Pen au pouvoir,1
Rassemblement National,Bravo dehors on veut retrouver notre FRANCE a nous,1
Rassemblement National,Vive Marine,1
Rassemblement National,"Ma chère marine le Pen je suis contente que vous avez vos parrainages vive marine présidente

.",1
Rassemblement National,"Même Atalaya et Duhamel, d’habitude très agressifs, ont été muselés par le calme et les réponses précises de Marine.",1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Vive marine le Pen présidente 🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Vive marine vite marine,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Vive Marine Le Pen.,1
Rassemblement National,Vive marine!!voté en masses des le 1er tour!pour dégagé macron,1
Rassemblement National,Vive marine le Pen présidente 🇫🇷🇫🇷🇫🇷,1
Rassemblement National,"Mon soutien c’est 🇫🇷pour Marine 🇫🇷❤️🇫🇷
Je vote Marine 🇫🇷❤️🇫🇷",1
Rassemblement National,Vous avez Peur de Voté pour Marine Le Pen ?,1
Rassemblement National,"SANS LUI, avec Marine Le Pen !
➡️ https://
sanslui.fr/",1
Rassemblement National,Nous devons tous voter en masse pour Marine ce soir elle a encore fait sa preuve face à c'est journalistes de BFM elle est prête vive le RN vive Marine présidente 🇲🇫👍👏✌️,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Ce soir Marine fait un sans faute absolu.,1
Rassemblement National,Vive marine le Pen présidente 🇫🇷🇫🇷🇫🇷💪💪💪💪👏👏👏👏🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Ils sont beaux nos professionnels de la politique ….,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Vive marine le Pen présidente 🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Je suis d'accord avec MARINE 🇲🇫🇲🇫👏 VOTÉ MARINE,1
Rassemblement National,Elle a tres bien expliqué cette nuance,1
Rassemblement National,Vive marine vite marine,1
Rassemblement National,Bravo,1
Rassemblement National,Gros gros bisous à MARINE LE PEN 🇨🇵🇨🇵🇨🇵🇨🇵,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Vive marine le Pen présidente 🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Vous êtes nôtre lumière et liberté 🗽.,1
Rassemblement National,"C'est Marine la plus capable de défendre les intérêts des Français
Elle a raison - la victoire c'est maintenant - c'est le moment",1
Rassemblement National,"J'ai aimé cette position. Au fond Mélenchon, Lepen et Zemmour sont plus cohérents en France que les autres.",1
Rassemblement National,Pour une Savoie libre et indépendante,1
Rassemblement National,enfin la vérité !,1
Rassemblement National,Vive Marine 🇫🇷,1
Rassemblement National,Bravo Marine vive Marine 🙏🏻🙏🏻💪💪,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Madame Marine le pen Présidente des français sur la chaine a Emmanuel Macron,1
Rassemblement National,"Marine le pen a fait une prestation plus que remarquable:il serait fastidieux d enoncer les progres tant il y en a:mais elle est enfin en phase avec elle meme, ce qui lui donne cette incroyable credibilite desormais.Je note que tous mes concepts enonces depuis 2014 ont ete actives, jusqu a la strategie de campagne sur les thematiques: des concepts pour les quels un militant rn comme moi passait pour un fou et surtout un traitre.Curieux
qu on ait pas voulu activer ces concepts en occitanie ou la sociologie permettrait une percee incroyable et meme la prise de la region a delga;ces concepts nous rameraient menard et bien d autres mais surtout la population de toulouse et montpellier, cruciaux pour la region..Elle a pris conscience que la strategie 2eme tour qui gonfle un gros score 2em tour, credibilise son 1er tour et la renforce dans les sondages, bien que cela affaiblisse son score 1er tour:perdre pour gagner.Mais mlp a gagne une image, une image nationale.et un vote ""republicain"" au 2eme tour,n a plus de sens au vu de son profil: enfin, les appelants au vote republician sont en train de se discrediter avec la crise ukrainienne: cetait donc bien la bonne stratagie.le filtrage poutine actuel est une bonne chose et il faut non seulement prendre de la distance avec poutine, masi s opposer.Ca permettra de distancer zemmour et de renforcer considerablemen
t une image nationale.finan
cement russe ou pas, il faudra bien prendre une decision.je devrais etre content de toutes ces avancees, masi je reste furieux de notre position promusulmane et donc forcemment, proislamiste:il
y avait, a l epoque, comme je l indiquais moyen de pacifier les relations avec les musulmans(que je preconisais), sans derouler un tapis rouge qu rend tout retour arriere impossible:or je rappelais a l epoque que toute position politique doit permettre un retour arriere: ce st la base meme de la politique:un politique doit rester lisible et comprehensible:
or sur ce sujet, nous nous sommes mis dans une impasse ideologique.mlp
a toutefois derape plusieurs fois au cours de le mission en attaquant de maniere trop brutale zemmour; on voie bien pourtant que son objectif etait intelligemment tout autre:attention
a ne pas se couper d un allié,ni surtout de facher ses troupes, tres tres affectives, a la le pen et declencher un vote anti le pen:aujourd hui, la strategie doit etre plus de ne pas perdre(se facher avec zemmour) que de gagner:elle a objectivement deja gagné.L arrivee de Marion, si elle avait lieu, serait trop tardive, diluee dans une crise ukrainienne et dans un effet d annonce trop emmoussé: pour moi, marion a loupé le coche:comme toujours:englue
e dans des problematiques relationnelles personnelles, elle na toujousr pas fait sa mue:ni devenue une grande personne, ni, devenue une personne politique:elle aura tue son camp par son indecision.mari
on doit elle vraiment rester en politique?",1
Rassemblement National,"MÉFIEZ-Vous. BFMTV c'est la crème de ses sales torchons Médiatiques
à chaque fois qu'ils interviewent Marine le Pen ils se mettant à 3 ou même à 4 contre cette personne ce n'est qu'une bande da lâche, ils essayent soit de la piéger soit de la discréditer. Quand ils posent une question et que la réponse ne leur convient pas, ils coupent la parole à tous les coups, c'est honteux et ça ils le font uniquement avec les personnes du RN, ils se prennent pour des journalistes, mais ce n'est que des minables amateurs qui ont été corrompus par Macron ; ils déshonorent le métier de journaliste. Il ne faut pas oublier que la majorité des médias en France ont été rachetés par les milliardaires qui ont financé la campagne de Macron.",1
Rassemblement National,Quel spectacle ?? Incroyable ces mises en scène,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,Vive Marine 🇫🇷,1
Rassemblement National,Marine présidente,1
Rassemblement National,Je suis déjà devant ma TV .. j'avoue attendre l'heure car je n'aime pas cette chaîne mensongère et 💯 % macaron ..vive marine 🙏 et que les Français voté bien cette fois ci 👊 🙏,1
Rassemblement National,Vive marine le pen 👊👊,1
Rassemblement National,Vive marine 😍😍😍,1
Rassemblement National,Vive marine le pen,1
Rassemblement National,marine présidente,1
Rassemblement National,Vive Marine présidente 👍👍👍👍👍🥰🥰🥰🥰🥰,1
Rassemblement National,En tout cas la Marine a coulé toute seule,1
Rassemblement National,"Marine... Montrez à ces vendus votre professionnalis
me et votre sérénité face à leurs attaques... !! Bon courage !!",1
Rassemblement National,VIVE MARINE ❤🌹,1
Rassemblement National,BFM les lèche derches !!!!,1
Rassemblement National,la classe Marine,1
Rassemblement National,"Bravo et félicitations à Marine, très bonne prestation devant ses rapaces",1
Rassemblement National,Félicitations,1
Rassemblement National,Bravo Marine et merci a tous pour vos parrainages.,1
Rassemblement National,"BRAVO Bravo félicitation #MarinePresident
e #MLaFrance",1
Rassemblement National,Bravo marine félicitations,1
Rassemblement National,Enfin 😅bravo 👍👍👍,1
Rassemblement National,Bravo,1
Rassemblement National,Que du bonheur bravo,1
Rassemblement National,Bravo MM le Pen je vous soutin a100%,1
Rassemblement National,"Félicitations..
...🇫🇷",1
Rassemblement National,Félicitations,1
Rassemblement National,Félicitations,1
Rassemblement National,Félicitations bravo,1
Rassemblement National,Félicitations,1
Rassemblement National,Félicitations,1
Rassemblement National,félicitations marine 🇲🇫🇲🇫🇲🇫🇲🇫🇲🇫,1
Rassemblement National,Félicitations 😀 bravo👏 Marine le Pen 🇨🇵 enfin 🇨🇵,1
Rassemblement National,Super bravo Marine présidente,1
Rassemblement National,Bravo marine et félicitations aux pareneurs 👏👏👏,1
Rassemblement National,Félicitations,1
Rassemblement National,Bravo et félicitations et bien mérité !!!,1
Rassemblement National,Félicitations 👊👊🇨🇵🇨🇵🇨🇵🇨🇵,1
Rassemblement National,Bravo Marine Le Pen. Garde ton sourire et ta bonne humeur.,1
Rassemblement National,Que du bonheur ! La meilleur nouvelle de la journée. Félicitations,1
Rassemblement National,Bravo à vous 🥂👏👏👏❤️❤️🇫🇷,1
Rassemblement National,Cool 👍 félicitation,1
Rassemblement National,Présidente on croise les doigts,1
Rassemblement National,Bravo marine felcitation,1
Rassemblement National,bravo vite aux urnes !!!!!!!!,1
Rassemblement National,Bravo,1
Rassemblement National,Felicitation,1
Rassemblement National,Bravo a vous ♥️♥️♥️,1
Rassemblement National,Merci Bayrou grâce à vous ...,1
Rassemblement National,Bravo 👏 💕 🇫🇷🇫🇷🇫🇷félicitations 🎊,1
Rassemblement National,bravo,1
Rassemblement National,Bravo 😍,1
Rassemblement National,Bravo 👋👋,1
Rassemblement National,Bravo,1
Rassemblement National,Bravo 🎊🎉🍾 marine,1
Rassemblement National,Bravo,1
Rassemblement National,Bravo,1
Rassemblement National,Bravo...👏👏👏👏,1
Rassemblement National,Bravo,1
Rassemblement National,Bravo,1
Rassemblement National,Bravo MARINE et merci pour les parrainages .Nous sommes avec et pour toi,1
Rassemblement National,"Je respire. Mon voeux le plus cher, que vous soyez notre Presidente de la Republique française, la Presidente de tous les français. Puissent les citoyens se tourner unanimement derriere vous en avril.",1
Rassemblement National,Bravo,1
Rassemblement National,bravo aux parrains,1
Rassemblement National,Très bonne nouvelle ENFIN 🙏🇫🇷,1
Rassemblement National,GENIAL....... Un grand merci à tous ceux qui ont contribué à la possibilité pour Marine Le Pen de concourir à l'election presidentielle 👏👏👏👏👏👏,1
Rassemblement National,Cœur,1
Rassemblement National,super bravo,1
Rassemblement National,Bravo Marine👏👏👍,1
Rassemblement National,Bravo Marine,1
Rassemblement National,Super félicitation,1
Rassemblement National,Félicitations et victoire pour Marine le Pen vive la présidente,1
Rassemblement National,Bravo à toutes l'équipe félicitations,1
Rassemblement National,"Ouahou. J'y croyais plus. Vive la future présidente👍👍.
AUX URNES CITOYENS",1
Rassemblement National,Heureuse de te voir réussir,1
Rassemblement National,EXCELLENT bravo.,1
Rassemblement National,Bravo Marine.,1
Rassemblement National,Bravo,1
Rassemblement National,Bravo marine tous notre soutien pour les présidentielles,1
Rassemblement National,Bravo Marine 🇫🇷,1
Rassemblement National,Merci a tous les maires qui ont parrainé Marine le Pen ....,1
Rassemblement National,"Super nouvelle, Marine présidente.",1
Rassemblement National,🇫🇷Marine présidente 🇫🇷😁👌,1
Rassemblement National,Bravo Marine vivement Avril,1
Rassemblement National,Trop bien ! C'est super allez Marine présidente 🇨🇵🇨🇵,1
Rassemblement National,grâce à bayrou !dites lui merci !,1
Rassemblement National,Bravo tant mieux pour vous,1
Rassemblement National,bravo,1
Rassemblement National,Bravo marine.,1
Rassemblement National,Jose espéré que vous remplacerait se guignols qui nous sert de président mais j ai peut d espoir on c eqt tous que les élections sont truqués,1
Rassemblement National,bravo marine,1
Rassemblement National,Enfin 👍bravo marine,1
Rassemblement National,🇫🇷Marine présidente 🇫🇷,1
Rassemblement National,Félicitations,1
Rassemblement National,bravo marine,1
Rassemblement National,Bravo félicitations meilleures nouvelles de la journée 👏👏👏,1
Rassemblement National,Bravo Marine le Pen,1
Rassemblement National,Félicitations,1
Rassemblement National,"Je l'espère de tout mon cœur, Marine présidente pour le bien être de tous ceux qui aiment la France.",1
Rassemblement National,"Bravo , Marine ..",1
Rassemblement National,Bravo marine 🙏🙏🙏,1
Rassemblement National,Que du bonheur 😍,1
Rassemblement National,J espère vraiment que vous serez présidente. Faut que macron degage,1
Rassemblement National,Bravo Marine,1
Rassemblement National,Félicitations marine tu vas être presidente je vote marine,1
Rassemblement National,Enfin il était temps et bravo,1
Rassemblement National,Bravo marine reste plus que à allez votez 😄🇫🇷🇫🇷🇫🇷,1
Rassemblement National,Bravo Marine,1
Rassemblement National,Bravo,1
Rassemblement National,Bravos pour cette acte de démocratie . Évelyne,1
Rassemblement National,Bravo marine le pen,1
Rassemblement National,bravo marine maintenant tout le monde aux urnes le 10 avril vive marine,1
Rassemblement National,Alors la BRAVO et vive Marine,1
Rassemblement National,Super en route vers la victoire ✌,1
Rassemblement National,Bravo marine,1
Rassemblement National,Marine présidente 🌿🇫🇷🌿,1
Rassemblement National,Vive Marine bravo,1
Rassemblement National,Félicitation Marine,1
Rassemblement National,Bravo marine à bientôt,1
Rassemblement National,félicitations,1
Rassemblement National,Félicitations vivement le 1er tour,1
Rassemblement National,Bravo Marine,1
Rassemblement National,Bravo Marine,1
Rassemblement National,oui super un grand Bravo,1
Rassemblement National,Félicitation marine voter marine plus jamais macron,1
Rassemblement National,Bravo vive Marine ...,1
Rassemblement National,"Super Marine le Pen.
Maintenant il faut gagner, et pour cela vous aurez déjà mon vote.
Vive Marine le Pen et vive ka France 🇨🇵🇨🇵🇨🇵🇨🇵🇨🇵",1
Rassemblement National,Super maintenant marine presidente,1
Rassemblement National,Yes merci au maires pour la démocratie.,1
Rassemblement National,Marine présidente 🇫🇷,1
Rassemblement National,FONCES MARINE LE PEN 🇨🇵🇨🇵 gros gros bisous ❤️❤️❤️,1
Rassemblement National,Bravo Marine mais ont sait très qu'elle passera jamais,1
Rassemblement National,Superbe.,1
Rassemblement National,"Super
Alors allons voter Marine au premier tour
Vite et Macron dehors",1
Rassemblement National,"Youppie je suis heureux vive MARINE en avant pour les élections,",1
Rassemblement National,"Super au moins ça fera taire les mauvaises langues comme certains journalistes, ou encore d'autres personnes qui raconte tout et n'importe quoi , vive marine il y a que toi qui peux remettre la France dans le droit chemin",1
Rassemblement National,MAGNIFIQUE 👏👏,1
Rassemblement National,Vive Marine le Pen Vive le RN Vive la présidente 🇫🇷,1
Rassemblement National,Vive marine le Pen présidente 🇫🇷🇫🇷🇫🇷🇫🇷👍👍💪💪💪💪🇫🇷🇫🇷🇫🇷🙏🙏🙏🙏,1
Rassemblement National,Merci bayrou,1
Rassemblement National,bravo Marine maintenant nous sommes prêts pour toi !,1
Rassemblement National,Bravo Marine !!!! Vous êtes la liberté contre la dictature macronienne,1
Rassemblement National,Trop trop heureux de pouvoir encore croire a la victoire,1
Rassemblement National,Bravo marine,1
Rassemblement National,pourvu qu elle soie presidente,1
